tau_m,tau_s,tau_r,tau_plus,tau_minus,a_plus,a_minus,CFI0,CF01,CFI1,alpha,TH0,TH1,fitnessEff,fitnessFake,fitnessSel
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.6,0.6,0.0396566,0.0336,0.0502908
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.5,0.5285944741507999,0.6,0.7807690555139849,0.026896,0.023,0.0381745
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,7.349078660217791e-09,6.56e-06,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.6,0.7807690555139849,0.0129341,0.0112,0.0340663
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,0.0755486,0.067,0.1145
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.7165974330672222,0.5285944741507999,0.6,0.8373538163164983,0.9992,0.9966,0.431151
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.8301718335777343,0.6,1.0,0.9966,0.360016
1e-10,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.6405857378586433,0.5,0.1,0.8301718335777343,0.6,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,1.25e-06,0.5,0.6405857378586433,0.5,0.15468225449531717,0.6,0.7825641165168143,0.996203,0.9966,0.240789
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.1,0.6,0.8373538163164983,0.0,0.0,0.0
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.6,0.8373538163164983,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.8373538163164983,0.66082,0.6556,0.411514
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,0.957758,0.9692,0.526803
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.6365293566715431,0.5,0.15468225449531717,0.6,0.6,0.635533,0.577,0.428351
4.67086678713518e-09,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.5285944741507999,0.6,0.6,0.211078,0.1318,0.214545
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.5,0.5220244827120087,0.9644306967387448,0.6,0.6,0.28465,0.3096,0.222362
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.8373538163164983,0.0282937,0.0078,0.0432435
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,0.0131586,0.0022,0.0298651
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.614004433506764,0.5,0.5,0.5285944741507999,0.6,0.6,0.584788,0.5238,0.366153
8.818519320555915e-09,1e-10,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.14609237356402086,0.6,0.6,1.0,0.9966,0.00460142
8.818519320555915e-09,4.646920016605582e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0935091,0.0834,0.108343
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.6,0.752055,0.7898,0.424374
8.818519320555915e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.14609237356402086,0.6,0.6,0.946628,0.9966,0.451019
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.8373538163164983,0.997608,0.9966,0.482444
4.67086678713518e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.6,0.7825641165168143,0.958264,0.9966,0.523239
8.818519320555915e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.8689719457436315,0.7807690555139849,0.944215,0.9966,0.512625
8.818519320555915e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.8689719457436315,0.7807690555139849,0.944215,0.9966,0.512625
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5575738065492526,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.998809,0.9966,0.433954
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,6.193945263449541e-05,0.5,0.6405857378586433,0.5,0.1,0.8301718335777343,0.6,1.0,0.9966,0.404149
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8673580994732706,0.5,0.1,0.8301718335777343,0.6,1.0,0.9966,0.367141
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,1.0,0.9966,0.417953
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.7079752691431886,0.14609237356402086,0.6,0.6,1.0,0.9966,0.508443
8.818519320555915e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.614004433506764,0.8612860525679867,0.5,0.5285944741507999,0.6,0.6,0.890083,0.9912,0.515828
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.6365293566715431,0.5,0.15468225449531717,0.6,0.8373538163164983,0.0,0.0,0.0
1e-10,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.6,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,1.25e-06,0.534494521631937,0.5,0.5220244827120087,0.9644306967387448,0.6,0.6,0.995021,0.9966,0.293766
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.6,0.6,0.997205,0.9966,0.293835
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.997803,0.9966,0.291066
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,1e-10,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.14609237356402086,0.6,0.6,0.0,0.0,0.0
5.079672264508865e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,1.0,0.9966,0.17847
4.67086678713518e-09,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,5.494126042043332e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.6,0.392615,0.4042,0.277966
4.67086678713518e-09,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,5.494126042043332e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.6,0.392615,0.4042,0.277966
4.67086678713518e-09,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.5,0.6365293566715431,0.5,0.15468225449531717,0.6,0.6,0.427187,0.468,0.391772
4.67086678713518e-09,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,5.494126042043332e-05,0.5,0.6365293566715431,0.5,0.1,0.6,0.6,0.457833,0.497,0.4146
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.5,0.5285944741507999,0.6045065827216428,0.8373538163164983,0.262858,0.1176,0.209461
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.6,0.0183373,0.0048,0.0296614
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.614004433506764,0.5,0.5,0.1,0.6,0.6,0.00978014,0.0012,0.0195492
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.7604084016110264,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0588998,0.0266,0.0949217
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,1e-10,6.56e-06,5.418639312765347e-05,0.534494521631937,0.5,0.5220244827120087,0.9644306967387448,0.6,0.6,1.0,0.9966,0.507078
8.818519320555915e-09,4.646920016605582e-09,1e-10,1e-10,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0613345,0.0574,0.0702645
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,6.56e-06,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.553113,0.5604,0.321179
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.999398,0.9966,0.431368
4.67086678713518e-09,1e-10,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,0.973702,0.9966,0.513782
8.818519320555915e-09,4.646920016605582e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.79221446474089,0.5220244827120087,0.1,0.6,0.6,0.75382,0.783,0.400017
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,6.56e-06,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,0.998805,0.9966,0.511161
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.7848960404964994,0.6,1.0,0.9966,0.408788
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,1.0,0.9966,0.429845
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,3.429082369390264e-05,1.25e-06,0.5,0.6405857378586433,0.7079752691431886,0.14609237356402086,0.6,0.6,0.9998,0.9966,0.396056
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.5,0.5285944741507999,0.6045065827216428,0.8373538163164983,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,1e-10,5.467106740371755e-09,5.118637895821046e-09,6.56e-06,5.494126042043332e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.6,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,5.494126042043332e-05,0.5,0.6365293566715431,0.5,0.1,0.6,0.6,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,5.494126042043332e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,1e-10,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,1.0,0.9966,0.0350569
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,1e-10,6.56e-06,5.418639312765347e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,1.0,0.9966,0.0404953
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,1.25e-06,0.5,0.5,0.5,0.1,0.6,0.6,1.0,0.9966,0.0630305
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,1.25e-06,0.5,0.5,0.5,0.5285944741507999,0.6,0.6,1.0,0.9966,0.409251
4.67086678713518e-09,4.646920016605582e-09,1e-10,1e-10,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.614004433506764,0.5,0.5,0.1,0.6,0.6,0.735506,0.8722,0.377788
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,0.0,0.0,0.0
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5,0.1,0.6,0.6,0.000201776,0.0,0.000499728
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,1e-10,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.1,0.6,0.6,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,1e-10,6.56e-06,5.494126042043332e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,1.0,0.9966,0.510643
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.468675,0.3258,0.306551
8.818519320555915e-09,1.9695047864138134e-09,1e-10,1e-10,1e-10,6.56e-06,5.418639312765347e-05,0.534494521631937,0.5,0.5220244827120087,0.9644306967387448,0.6,0.6,0.997613,0.9966,0.527346
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0163081,0.0034,0.0256939
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.800580010610825,0.5,0.5,0.5285944741507999,0.6045065827216428,0.8373538163164983,0.598873,0.7128,0.338287
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,1.25e-06,0.7604084016110264,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.999396,0.9966,0.531779
8.818519320555915e-09,4.646920016605582e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.79221446474089,0.5220244827120087,0.9655074405268665,0.6,0.6,0.00976567,0.0066,0.0155828
8.818519320555915e-09,4.646920016605582e-09,1e-10,1e-10,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.7604084016110264,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0149354,0.0104,0.0233337
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,1e-10,6.56e-06,1.25e-06,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.6,0.999208,0.9966,0.433862
8.818519320555915e-09,4.646920016605582e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.6365293566715431,0.5,0.1,0.6,0.6,0.0167339,0.0122,0.0497697
4.67086678713518e-09,1e-10,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.5,0.1,0.6,0.6,0.992216,0.9966,0.435421
4.67086678713518e-09,1e-10,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,6.193945263449541e-05,0.534494521631937,0.5380546878264258,0.5220244827120087,0.9644306967387448,0.6,0.6,0.984637,0.9966,0.526041
8.818519320555915e-09,1e-10,1e-10,1e-10,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0988018,0.064,0.102977
1e-10,4.646920016605582e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.6365293566715431,0.5,0.1,0.6,0.6,0.0,0.0,0.0
1e-10,4.646920016605582e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.6365293566715431,0.5,0.1,0.6,0.7825641165168143,0.0,0.0,0.0
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,1e-10,1e-10,7.349078660217791e-09,6.56e-06,1.25e-06,0.5,0.5,0.5,0.5285944741507999,0.6,0.6,0.0,0.0,0.0
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.7604084016110264,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,1e-10,3.429082369390264e-05,6.193945263449541e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.6,0.995827,0.9966,0.310952
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,1e-10,6.56e-06,6.193945263449541e-05,0.800580010610825,0.5,0.5,0.5285944741507999,0.6045065827216428,0.7825641165168143,0.993437,0.9966,0.312214
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,1.25e-06,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.992819,0.9966,0.444055
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5,0.5285944741507999,0.6045065827216428,0.8373538163164983,0.0,0.0,0.0
5.079672264508865e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0161413,0.0006,0.0255567
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.5,0.5,0.1,0.6,0.6,0.783799,0.798,0.51975
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.614004433506764,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.6,0.0181245,0.0012,0.0315461
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.999598,0.9966,0.527762
4.67086678713518e-09,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,1e-10,6.56e-06,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.6,0.6,0.999798,0.9966,0.529252
8.818519320555915e-09,1.9695047864138134e-09,1e-10,1e-10,1e-10,6.56e-06,5.418639312765347e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.6,0.981658,0.9944,0.531059
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,1.25e-06,0.800580010610825,0.5,0.5,0.5285944741507999,0.6045065827216428,0.8373538163164983,0.0,0.0,0.0
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.800580010610825,0.5,0.5,0.5285944741507999,0.6045065827216428,0.8373538163164983,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.614004433506764,0.5,0.8910009865723991,0.1,0.6,0.6,0.010365,0.0006,0.0320806
8.818519320555915e-09,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,1e-10,6.56e-06,5.494126042043332e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,1.0,0.9966,0.487841
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,1.25e-06,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.6,1.0,0.9966,0.524632
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,1.25e-06,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.998397,0.9966,0.530598
8.818519320555915e-09,1.9695047864138134e-09,1e-10,1e-10,1e-10,6.56e-06,1.25e-06,0.534494521631937,0.5,0.5220244827120087,0.9644306967387448,0.6,0.6,1.0,0.9966,0.529442
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.800580010610825,0.5,0.5,0.5285944741507999,0.6,0.8962977354428406,0.0149488,0.0016,0.025894
8.818519320555915e-09,4.646920016605582e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.0119771,0.0098,0.0189593
8.818519320555915e-09,1e-10,1e-10,1e-10,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.0240905,0.0096,0.0391322
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,1.25e-06,0.614004433506764,0.5,0.8910009865723991,0.1,0.6,0.6,0.990638,0.9966,0.168183
8.818519320555915e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.6693974420197314,0.6,0.999202,0.9966,0.252938
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,1e-10,6.56e-06,1.25e-06,0.534494521631937,0.5,0.5220244827120087,0.9644306967387448,0.6,0.6,0.9994,0.9966,0.271992
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,1.25e-06,0.5,0.5,0.5,0.1,0.6045065827216428,0.8373538163164983,1.0,0.9966,0.0744683
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,1e-10,6.56e-06,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.6,0.6,0.0,0.0,0.0
